sentence_id,text,aspect_term,term_polarity,from,to,categories,category_polarities,review_id
2410,"My co-workers had to wait almost an hour for delivery, only to discover that what they got was not what they ordered.",delivery,negative,45,53,['service'],['negative'],
3206,Its a go-to for dates as well as entertaining out of town guests.,entertaining,positive,33,45,['ambience'],['positive'],
837,Why do people rave about the ambience.,ambience,negative,29,37,['ambience'],['negative'],
1244,Were meeting up with some friends for a drink at Lafayette 161 and happened to walk by Thai Angel famished.,drink,neutral,40,45,['anecdotes/miscellaneous'],['neutral'],
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",Fluke sashimi,positive,0,13,['food'],['positive'],
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",jalapeno-lime olive oil,positive,28,51,['food'],['positive'],
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fruit of the oil,positive,57,73,['food'],['positive'],
1343,"Fluke sashimi drizzled with jalapeno-lime olive oil, the fruit of the oil nicely highlighting the fish's sweetness.",fish,positive,98,102,['food'],['positive'],
348,Great sushi experience.,sushi,positive,6,11,['food'],['positive'],
1956,"If you're looking for a great meal at a decent price, go to Del Frisco's!",meal,positive,30,34,"['food', 'price']","['positive', 'positive']",
1956,"If you're looking for a great meal at a decent price, go to Del Frisco's!",price,positive,47,52,"['food', 'price']","['positive', 'positive']",
2039,They charge $6.00 for rice.,rice,negative,22,26,['price'],['negative'],
2990,My steak au poivre was one of the worst I've had.,steak au poivre,negative,3,18,['food'],['negative'],
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,staff,positive,14,19,['ambience'],['positive'],
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,ambiance,positive,73,81,['ambience'],['positive'],
1779,The owner and staff are all Japanese as well and that adds to the entire ambiance.,owner,positive,4,9,['ambience'],['positive'],
142,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",congee,positive,8,14,['food'],['positive'],
142,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",bread,positive,103,108,['food'],['positive'],
142,"Try the congee and the donut like deep fried dough they call Ow Ley Soh, a delicious and sweet tasting bread.",donut like deep fried dough they call Ow Ley Soh,positive,23,71,['food'],['positive'],
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",candle-light,positive,49,61,"['food', 'service', 'ambience']","['positive', 'positive', 'conflict']",
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food-quality,positive,63,75,"['food', 'service', 'ambience']","['positive', 'positive', 'conflict']",
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",service,positive,80,87,"['food', 'service', 'ambience']","['positive', 'positive', 'conflict']",
2768,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",tables,negative,13,19,"['food', 'service', 'ambience']","['positive', 'positive', 'conflict']",
812,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive,4,8,"['food', 'service']","['positive', 'positive']",
812,The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,waiter,positive,31,37,"['food', 'service']","['positive', 'positive']",
218,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",caviar,positive,21,27,"['food', 'service']","['positive', 'positive']",
218,"From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.",waitstaff,positive,46,55,"['food', 'service']","['positive', 'positive']",
1204,"Perhaps this food is considered extreme to an Upper East Side resident, but for the rest of us who've actually eaten ethnic food, this is simply dull.",ethnic food,negative,117,128,['food'],['conflict'],
811,The place was real empty but that was because this was the first Sunday they ever opened.,place,negative,4,9,['ambience'],['conflict'],
2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,positive,80,84,"['price', 'ambience']","['positive', 'conflict']",
2239,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,money,positive,94,99,"['price', 'ambience']","['positive', 'conflict']",
3493,"Ambience is delightful, service impeccable.",Ambience,positive,0,8,"['service', 'ambience']","['positive', 'positive']",
3493,"Ambience is delightful, service impeccable.",service,positive,24,31,"['service', 'ambience']","['positive', 'positive']",
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",Service,positive,0,7,"['service', 'ambience']","['positive', 'positive']",
503,"Service was excellent, and the AC worked very well too (thank God, it was hot!).",AC,positive,31,33,"['service', 'ambience']","['positive', 'positive']",
3236,You get the sense that the people there care about their restaurant and about your experience and that is very nice.,people,positive,27,33,['service'],['positive'],
1606,"Both are delicious, the cooks are friendly and are willing to take a moment and speak to you and shake your hand.",cooks,positive,24,29,"['food', 'service']","['positive', 'positive']",
300,My friend ordered some of their special sushi rolls which had excellent presentation and tasted great!,sushi rolls,positive,40,51,['food'],['positive'],
2334,Although be warned their dinner menu to sit and take out prices are different.,prices,neutral,57,63,['price'],['neutral'],
2334,Although be warned their dinner menu to sit and take out prices are different.,dinner menu to sit,neutral,25,43,['price'],['neutral'],
2334,Although be warned their dinner menu to sit and take out prices are different.,take out,neutral,48,56,['price'],['neutral'],
2079,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",staff,positive,4,9,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2079,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",food,positive,32,36,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
2079,"The staff was accomodating, the food was absolutely delicious and the place is lovely.",place,positive,70,75,"['food', 'service', 'ambience']","['positive', 'positive', 'positive']",
1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Scallion Pancake,positive,17,33,['food'],['positive'],
1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",vegetable juice,positive,46,61,['food'],['positive'],
1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Guizhou Chicken,positive,90,105,['food'],['positive'],
1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Shredded Squid Family Style,positive,109,136,['food'],['positive'],
1424,"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",Sichuan Spicy Soft Shell Crab,positive,171,200,['food'],['positive'],
